,country_name,indicator_name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
97511,Belgium,"Life expectancy at birth, male (years)",74.9,75.1,75.3,76.0,76.2,76.6,77.1,76.9,77.4,77.5,78.0,77.8,78.1,78.8,78.7,79.0,79.2,79.4,79.8,78.6
97592,Belgium,Mobile cellular subscriptions (per 100 people),74.59042376,78.16562364,82.59725088,87.13361692,91.0666428,92.72939576,100.3790486,105.2227353,108.4282234,111.110074,113.456517,111.077829,110.4106783,113.4877626,113.1658212,110.5368746,99.45303522,99.69668646,99.7421427,99.48320148
97873,Belgium,"Population, female",5248012.0,5269639.0,5289562.0,5310399.0,5337874.0,5371633.0,5409818.0,5451570.0,5494816.0,5544815.0,5617613.0,5653189.0,5679989.0,5703536.0,5732314.0,5753945.0,5766141.0,5781326.0,5802420.0,5822396.0
97875,Belgium,"Population, male",5038558.0,5063146.0,5086571.0,5110738.0,5140743.0,5176325.0,5215882.0,5258403.0,5301677.0,5350771.0,5420651.0,5453743.0,5479418.0,5505521.0,5541882.0,5577477.0,5609017.0,5645728.0,5686560.0,5721845.0
97877,Belgium,"Population, total",10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,11488980.0,11544241.0
98214,Belgium,"Unemployment, female (% of female labor force) (modeled ILO estimate)",6.92399978637695,7.80299997329712,7.99900007247925,8.27799987792969,9.50899982452393,9.3149995803833,8.44799995422363,7.60400009155273,8.11299991607666,8.51399993896484,7.17799997329712,7.40899991989136,8.17500019073486,7.93800020217896,7.76900005340576,7.55999994277954,7.05800008773804,5.56500005722046,4.93900012969971,5.35300016403198
98215,Belgium,"Unemployment, female (% of female labor force) (national estimate)",6.92000007629395,7.80000019073486,8.0,8.27999973297119,9.51000022888184,9.3100004196167,8.4399995803833,7.59999990463257,8.10999965667725,8.52000045776367,7.17999982833862,7.40999984741211,8.17000007629395,7.94000005722046,7.76999998092651,7.55999994277954,7.05000019073486,5.55999994277954,4.94000005722046,5.3600001335144
98216,Belgium,"Unemployment, male (% of male labor force) (modeled ILO estimate)",5.63399982452393,6.24300003051758,7.43900012969971,6.64799976348877,7.59899997711182,7.40399980545044,6.66599988937378,6.47300004959106,7.74300003051758,8.10499954223633,7.10799980163574,7.64900016784668,8.64500045776367,9.01799964904785,9.08899974822998,8.0600004196167,7.11800003051758,6.28599977493286,5.72800016403198,5.72200012207031
98217,Belgium,"Unemployment, male (% of male labor force) (national estimate)",5.63000011444092,6.23999977111816,7.44000005722046,6.65000009536743,7.59999990463257,7.40000009536743,6.65999984741211,6.46999979019165,7.73999977111816,8.10999965667725,7.1100001335144,7.65000009536743,8.64000034332275,9.02000045776367,9.09000015258789,8.0600004196167,7.1100001335144,6.28000020980835,5.73000001907349,5.73000001907349
113156,Bulgaria,Fixed broadband subscriptions (per 100 people),,,,0.085878838,2.152592923,5.040904142,8.302801019,11.21135362,13.35429536,15.14776819,17.03287187,18.15851452,19.49979205,20.43832945,22.42498723,23.73603406,25.29667253,27.0001679,28.78196785,30.43922777
113158,Bulgaria,Fixed telephone subscriptions (per 100 people),36.40282583,36.50792965,36.1019908,35.20890341,32.39279705,31.44306417,30.3610213,29.10350452,29.50946897,29.14822449,30.80284334,29.08241243,26.64472637,25.07677024,22.98525739,20.67931654,18.16069229,15.88846119,13.93340599,12.56046497
113177,Bulgaria,GDP (current US$),14183497963.1071,16402846413.0958,21144983551.6823,26157894736.8421,29869283400.0381,34379808888.6039,44405101469.5591,54438966419.8639,52023504656.2878,50682061053.2016,57678241023.818,54300857424.4415,55810138436.4821,57082011260.3446,50781996712.7635,53953897624.4344,59199447421.4924,66363422450.2112,68915416141.9576,69889347433.4324
113327,Bulgaria,Individuals using the Internet (% of population),7.612297749,9.08,12.04,18.13,19.97,27.09,33.64,39.67,45.0,46.23,47.97999305,51.89998767,53.0615,55.49,56.65625161,59.82554766,63.41010138,64.78201069,67.94698094,70.16
113405,Bulgaria,"Life expectancy at birth, female (years)",75.2,75.4,75.6,76.2,76.3,76.3,76.3,76.6,77.1,77.2,77.8,77.9,78.6,78.0,78.2,78.5,78.4,78.6,78.8,77.5
113406,Bulgaria,"Life expectancy at birth, male (years)",68.5,68.5,68.7,69.1,69.0,69.1,69.2,69.5,69.9,70.0,70.7,70.9,71.3,71.1,71.2,71.3,71.4,71.5,71.6,69.9
113487,Bulgaria,Mobile cellular subscriptions (per 100 people),19.54429513,33.02147316,44.8581374,61.07108769,81.24044323,108.1562445,130.6309287,138.6083388,139.8916681,137.3728082,141.9647632,146.9965584,143.8504446,130.9327974,127.70783,125.4743844,120.1404474,118.9396801,116.2063245,114.3527653
113768,Bulgaria,"Population, female",4108086.0,4021456.0,3990835.0,3961457.0,3931942.0,3901938.0,3872722.0,3844865.0,3819570.0,3794289.0,3770298.0,3749213.0,3729310.0,3709343.0,3686934.0,3662344.0,3636886.0,3611859.0,3587537.0,3566901.0
113770,Bulgaria,"Population, male",3901056.0,3815705.0,3784492.0,3755403.0,3727030.0,3699084.0,3672616.0,3647696.0,3624873.0,3601310.0,3578030.0,3556675.0,3535805.0,3514595.0,3491057.0,3465478.0,3439061.0,3413178.0,3388224.0,3367114.0
113772,Bulgaria,"Population, total",8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0,6934015.0
114109,Bulgaria,"Unemployment, female (% of female labor force) (modeled ILO estimate)",18.8549995422363,17.3560009002686,13.1890001296997,11.6230001449585,9.83300018310547,9.30099964141846,7.29099988937378,5.76000022888184,6.6269998550415,9.60900020599365,10.1099996566772,10.8400001525879,11.8409996032715,10.3979997634888,8.41399955749512,6.96400022506714,5.94600009918213,4.65000009536743,3.86899995803833,4.76399993896484
114110,Bulgaria,"Unemployment, female (% of female labor force) (national estimate)",18.8600006103516,17.3600006103516,13.1899995803833,11.6199998855591,9.84000015258789,9.30000019073486,7.28999996185303,5.76000022888184,6.61999988555908,9.60999965667725,10.1099996566772,10.8400001525879,11.8400001525879,10.3999996185303,8.42000007629395,6.96999979019165,5.94999980926514,4.65000009536743,3.86999988555908,4.76999998092651
114111,Bulgaria,"Unemployment, male (% of male labor force) (modeled ILO estimate)",20.8549995422363,18.7749996185303,14.1990003585815,12.4029998779297,10.2930002212524,8.64099979400635,6.52099990844727,5.48000001907349,6.98699998855591,10.8579998016357,12.2600002288818,13.5200004577637,13.9010000228882,12.3079996109009,9.77200031280518,8.0930004119873,6.34499979019165,5.69000005722046,4.53900003433228,5.4229998588562
114112,Bulgaria,"Unemployment, male (% of male labor force) (national estimate)",20.8600006103516,18.7800006866455,14.1999998092651,12.3999996185303,10.3000001907349,8.64000034332275,6.51999998092651,5.48000001907349,6.98000001907349,10.8599996566772,12.2600002288818,13.5200004577637,13.8999996185303,12.3100004196167,9.77999973297119,8.10000038146973,6.34999990463257,5.69000005722046,4.53999996185303,5.42999982833862
140611,Croatia,Fixed broadband subscriptions (per 100 people),,,0.077468247,0.597643823,2.654144829,5.760989408,8.872356803,12.13032746,16.52408147,19.3583655,20.70054501,21.39776781,22.32428673,23.13434905,23.29894535,24.80146614,26.19934174,27.14540571,27.95854736,25.11342137
140613,Croatia,Fixed telephone subscriptions (per 100 people),40.40312381,41.51691194,42.63715582,43.05772829,42.99851669,41.89300895,42.33195016,43.14810611,42.82600643,43.10669764,42.84694138,40.58634812,39.00916102,36.86938258,34.88187931,34.12004746,33.50231672,32.61621521,32.28965713,31.65029217
140632,Croatia,GDP (current US$),23273640257.1968,27074550257.8118,34985749883.4171,41958833541.0995,45780237257.1867,50860788253.2176,60542673502.5324,70750646248.0563,63084004705.0807,60426018629.2992,63169910822.1285,57192346923.335,58889082315.336,58330289756.6914,50163192883.1515,52295158344.2544,56214427431.2,62247874948.8225,62246206340.5469,57203783203.0259
140782,Croatia,Individuals using the Internet (% of population),11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,69.84503592,72.69726967,67.09619204,75.29462599,79.07978368,78.32093274
140860,Croatia,"Life expectancy at birth, female (years)",78.17,78.4,78.23,79.08,78.83,79.33,79.25,79.6,79.6,79.6,79.9,80.1,80.2,80.5,80.4,81.3,80.9,81.4,81.6,80.9
140861,Croatia,"Life expectancy at birth, male (years)",71.03,71.21,71.17,72.13,71.83,72.51,72.33,72.4,72.9,73.5,73.8,73.9,74.2,74.6,74.3,74.9,74.9,74.9,75.4,74.7
140942,Croatia,Mobile cellular subscriptions (per 100 people),39.81329719,52.60932085,57.81181824,64.68011685,83.36344562,100.5587794,115.4078488,104.6441053,107.6879222,113.8670083,118.5954693,115.7237473,110.3918348,104.8370208,104.3182481,104.888678,103.1730226,105.5834549,106.6423198,106.58744
141223,Croatia,"Population, female",2230499.0,2231847.0,2232061.0,2232132.0,2234538.0,2234730.0,2233971.0,2233583.0,2231322.0,2226588.0,2219546.0,2213678.0,2208465.0,2200161.0,2182274.0,2166691.0,2139934.0,2119654.0,2106578.0,2096153.0
141225,Croatia,"Population, male",2069143.0,2070327.0,2071338.0,2072468.0,2075607.0,2076429.0,2076246.0,2076122.0,2073859.0,2068839.0,2061076.0,2053880.0,2047224.0,2038228.0,2021330.0,2007658.0,1984597.0,1968189.0,1958675.0,1951527.0
141227,Croatia,"Population, total",4299642.0,4302174.0,4303399.0,4304600.0,4310145.0,4311159.0,4310217.0,4309705.0,4305181.0,4295427.0,4280622.0,4267558.0,4255689.0,4238389.0,4203604.0,4174349.0,4124531.0,4087843.0,4065253.0,4047680.0
141564,Croatia,"Unemployment, female (% of female labor force) (modeled ILO estimate)",17.8899993896484,17.306999206543,15.6440000534058,15.2889995574951,13.8570003509521,12.6899995803833,11.3430004119873,10.3459997177124,10.7030000686646,12.3050003051758,13.7239999771118,15.9790000915527,16.7590007781982,18.261999130249,16.8999996185303,13.7849998474121,11.9079999923706,9.33699989318848,7.16200017929077,7.57999992370605
141565,Croatia,"Unemployment, female (% of female labor force) (national estimate)",17.8500003814697,17.2800006866455,15.6300001144409,15.2700004577637,13.8400001525879,12.6700000762939,11.3400001525879,10.3500003814697,10.710000038147,12.3100004196167,13.7200002670288,15.9799995422363,16.7600002288818,18.2700004577637,16.8999996185303,13.789999961853,11.9099998474121,9.34000015258789,7.15999984741211,7.57999992370605
141566,Croatia,"Unemployment, male (% of male labor force) (modeled ILO estimate)",14.1409997940063,13.1999998092651,12.5310001373291,12.3450002670288,11.5740003585815,9.82600021362305,8.7519998550415,7.03700017929077,7.91499996185303,11.03600025177,13.6440000534058,15.8889999389648,17.6690006256104,16.443000793457,15.5500001907349,12.5050001144409,10.6079998016357,7.63800001144409,6.15199995040894,7.44999980926514
141567,Croatia,"Unemployment, male (% of male labor force) (national estimate)",14.1099996566772,13.1800003051758,12.5200004577637,12.3299999237061,11.5600004196167,9.8100004196167,8.75,7.03999996185303,7.92000007629395,11.039999961853,13.6400003433228,15.8900003433228,17.6700000762939,16.4500007629395,15.5500001907349,12.5100002288818,10.6099996566772,7.6399998664856,6.15000009536743,7.44999980926514
146391,Czech Republic,Fixed broadband subscriptions (per 100 people),0.060364085,0.149235374,0.338798117,2.304774705,6.912180314,10.80242448,14.45053834,16.87809213,19.413424,21.46040086,23.7457622,25.11016376,26.97925752,28.27672043,27.79469536,28.91055035,29.56565123,30.21688169,34.98494603,35.90842117
146393,Czech Republic,Fixed telephone subscriptions (per 100 people),37.58971856,35.85033584,35.41601557,33.47513472,31.36369295,28.03855936,23.19831219,23.76847747,24.09248338,22.46852328,20.85739322,20.01078696,18.90137215,18.90170509,17.98436565,16.56101029,15.41291946,14.1757715,13.97834957,12.46826379
146412,Czech Republic,GDP (current US$),67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,248950103352.137,252498032247.163,245339322066.759
146562,Czech Republic,Individuals using the Internet (% of population),14.69717212,23.93,34.3,35.5,35.27,47.93,51.93,62.97,64.43,68.82,70.49,73.43000782,74.1104,74.23171164,75.6688387,76.4811987,78.71917285,80.68816754,80.86694441,81.33889705
146640,Czech Republic,"Life expectancy at birth, female (years)",78.4,78.5,78.5,79.0,79.1,79.7,79.9,80.1,80.1,80.6,81.1,81.2,81.3,82.0,81.6,82.1,82.0,82.0,82.2,81.3
146641,Czech Republic,"Life expectancy at birth, male (years)",72.1,72.1,72.0,72.6,72.9,73.5,73.7,74.0,74.2,74.4,74.8,75.1,75.2,75.8,75.7,76.1,76.1,76.2,76.4,75.3
146722,Czech Republic,Mobile cellular subscriptions (per 100 people),67.63845379,83.98320136,94.81935781,105.304275,114.7951481,120.4647441,127.7198404,132.1804643,124.5463764,122.7549747,124.6172225,127.7906207,129.5920015,131.365859,117.4805076,117.5742832,118.7512323,119.1135078,122.5662254,121.3916805
147003,Czech Republic,"Population, female",5246228.0,5236213.0,5234396.0,5234198.0,5237526.0,5245284.0,5267484.0,5302056.0,5324016.0,5333376.0,5340831.0,5346869.0,5348559.0,5354302.0,5364266.0,5373114.0,5385332.0,5400916.0,5419777.0,5430813.0
147005,Czech Republic,"Population, male",4970377.0,4960703.0,4959602.0,4962903.0,4973690.0,4993621.0,5031344.0,5082547.0,5119920.0,5141034.0,5155257.0,5163916.0,5165713.0,5171045.0,5181793.0,5193218.0,5209106.0,5229012.0,5252093.0,5267045.0
147007,Czech Republic,"Population, total",10216605.0,10196916.0,10193998.0,10197101.0,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10671870.0,10697858.0
147344,Czech Republic,"Unemployment, female (% of female labor force) (modeled ILO estimate)",9.61299991607666,8.56099987030029,9.64500045776367,9.65200042724609,9.79599952697754,8.85000038146973,6.73899984359741,5.60599994659424,7.72399997711182,8.45899963378906,7.8899998664856,8.21300029754639,8.28800010681152,7.39400005340576,6.07800006866455,4.66699981689453,3.57800006866455,2.79900002479553,2.375,2.95099997520447
147345,Czech Republic,"Unemployment, female (% of female labor force) (national estimate)",9.60999965667725,8.55000019073486,9.64000034332275,9.64999961853027,9.78999996185303,8.85000038146973,6.73999977111816,5.6100001335144,7.73000001907349,8.46000003814697,7.8899998664856,8.21000003814697,8.28999996185303,7.3899998664856,6.07000017166138,4.67000007629395,3.57999992370605,2.79999995231628,2.38000011444092,2.95000004768372
147346,Czech Republic,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.69199991226196,5.79699993133545,5.85300016403198,7.06099987030029,6.4539999961853,5.80999994277954,4.2189998626709,3.45799994468689,5.84499979019165,6.38000011444092,5.80000019073486,6.02199983596802,5.89799976348877,5.10300016403198,4.23600006103516,3.37800002098084,2.33899998664856,1.78900003433228,1.71599996089935,2.23099994659424
147347,Czech Republic,"Unemployment, male (% of male labor force) (national estimate)",6.69000005722046,5.78999996185303,5.84999990463257,7.05999994277954,6.44999980926514,5.80999994277954,4.21999979019165,3.46000003814697,5.84999990463257,6.38000011444092,5.80000019073486,6.01999998092651,5.90000009536743,5.09999990463257,4.23000001907349,3.38000011444092,2.33999991416931,1.78999996185303,1.72000002861023,2.23000001907349
147836,Denmark,Fixed broadband subscriptions (per 100 people),4.441904554,8.399659693,13.33401275,18.83470322,24.78658916,31.87409699,34.80015525,36.48199102,36.6009227,38.02817865,38.38895657,38.84481696,40.3040539,41.34318445,42.27616351,43.09670097,43.81979996,44.0863778,43.94598914,44.72015997
147838,Denmark,Fixed telephone subscriptions (per 100 people),72.13128553,68.88152009,67.09245349,64.62079296,61.75509093,56.9143502,51.64782087,54.11414422,50.20119832,47.05368864,44.44704959,40.97928622,37.1496831,33.05683631,26.71459799,24.4292373,19.17211215,19.50419723,17.3864442,12.67973734
147857,Denmark,GDP (current US$),164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,347561349210.979,356084867685.639
148007,Denmark,Individuals using the Internet (% of population),42.95752472,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99,96.33050162,96.96778525,97.09936216,97.31920437,98.04643475,96.54914573
148085,Denmark,"Life expectancy at birth, female (years)",79.2,79.2,79.5,79.9,80.2,80.4,80.5,80.7,80.8,81.2,81.9,82.1,82.4,82.8,82.7,82.8,83.1,82.9,83.5,83.6
148086,Denmark,"Life expectancy at birth, male (years)",74.5,74.7,74.9,75.2,75.6,75.9,76.0,76.3,76.5,77.1,77.8,78.1,78.3,78.7,78.8,79.0,79.2,79.1,79.5,79.6
148167,Denmark,Mobile cellular subscriptions (per 100 people),73.91039895,83.34111016,88.4931932,95.63465791,100.5072946,107.050897,115.3215924,119.2672102,123.6555052,115.5890246,128.4831321,129.9747296,124.7068318,126.4121686,124.4441651,122.300966,124.5728833,125.4530064,125.4958526,125.2144694
148448,Denmark,"Population, female",2706617.0,2714812.0,2721780.0,2728329.0,2735229.0,2743473.0,2754784.0,2770023.0,2783770.0,2794956.0,2805142.0,2814288.0,2824671.0,2837901.0,2857267.0,2879322.0,2897965.0,2912704.0,2923597.0,2932556.0
148450,Denmark,"Population, male",2652166.0,2661119.0,2668794.0,2676194.0,2684203.0,2693799.0,2706654.0,2723598.0,2739325.0,2752727.0,2765430.0,2777284.0,2790261.0,2805574.0,2826216.0,2848688.0,2867015.0,2880932.0,2890825.0,2898848.0
148452,Denmark,"Population, total",5358783.0,5375931.0,5390574.0,5404523.0,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5814422.0,5831404.0
148789,Denmark,"Unemployment, female (% of female labor force) (modeled ILO estimate)",4.77899980545044,4.31300020217896,5.75400018692017,5.43499994277954,5.27699995040894,4.53700017929077,4.19799995422363,4.06899976730347,5.66800022125244,6.76399993896484,7.62200021743774,7.79500007629395,7.66900014877319,7.14699983596802,6.53000020980835,6.38100004196167,6.0460000038147,5.34700012207031,5.26900005340576,5.98400020599365
148790,Denmark,"Unemployment, female (% of female labor force) (national estimate)",4.78000020980835,4.32000017166138,5.75,5.44000005722046,5.28000020980835,4.53000020980835,4.19999980926514,4.07000017166138,5.67000007629395,6.76000022888184,7.61999988555908,7.78999996185303,7.67000007629395,7.1399998664856,6.53000020980835,6.38000011444092,6.05000019073486,5.34999990463257,5.26999998092651,5.98000001907349
148791,Denmark,"Unemployment, male (% of male labor force) (modeled ILO estimate)",3.61899995803833,4.23299980163574,5.09299993515015,4.99499988555908,4.43699979782104,3.33500003814697,3.44799995422363,3.33899998664856,7.06799983978271,8.625,7.90199995040894,7.80499982833862,7.11899995803833,6.73699998855591,6.05999994277954,5.64099979400635,5.63700008392334,4.93699979782104,4.79899978637695,5.33300018310547
148792,Denmark,"Unemployment, male (% of male labor force) (national estimate)",3.61999988555908,4.23999977111816,5.09000015258789,5.0,4.44000005722046,3.32999992370605,3.45000004768372,3.33999991416931,7.07000017166138,8.61999988555908,7.90000009536743,7.80000019073486,7.11999988555908,6.73000001907349,6.05999994277954,5.6399998664856,5.6399998664856,4.94000005722046,4.80000019073486,5.32999992370605
160841,Estonia,Fixed broadband subscriptions (per 100 people),1.255559627,3.362907635,6.577274969,10.17017891,13.21877065,18.2901117,19.70912656,21.98835437,23.4725533,26.11536212,26.28181326,26.41458812,27.36399047,28.18624043,29.671374,31.48308786,32.47356733,33.34842621,32.53133562,31.33049637
160843,Estonia,Fixed telephone subscriptions (per 100 people),36.37860792,34.35228229,33.57833622,32.56397751,32.60765331,33.49076564,36.85884656,37.17178094,36.87943209,36.19928219,35.54302938,33.87438698,32.33282439,30.94249919,29.46853439,28.14934942,27.44578934,26.1308318,24.47014592,22.97172709
160862,Estonia,GDP (current US$),6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30489500904.8564,31045591753.4901,30650285471.7215
161012,Estonia,Individuals using the Internet (% of population),31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,80.0043,84.24152803,88.4097035,87.24023275,88.10245687,89.35700777,90.2289282,89.05828666
161090,Estonia,"Life expectancy at birth, female (years)",76.2,77.0,76.9,77.8,78.1,78.3,78.5,79.2,80.1,80.5,81.3,81.5,81.7,81.9,82.2,82.2,82.6,82.7,83.0,82.7
161091,Estonia,"Life expectancy at birth, male (years)",64.6,65.1,66.0,66.3,67.3,67.35,67.4,68.6,69.8,70.6,71.4,71.4,72.8,72.4,73.2,73.3,73.8,74.0,74.5,74.2
161172,Estonia,Mobile cellular subscriptions (per 100 people),46.79068497,63.71444358,76.49749546,92.09175947,106.6132211,122.9246689,125.1100204,121.2221275,117.543362,124.0753516,136.0294311,151.1345197,146.1207282,144.1604617,144.7205063,144.1630523,144.3413244,145.4384241,147.1771541,145.1743829
161453,Estonia,"Population, female",740578.0,736352.0,732515.0,728900.0,725196.0,721037.0,717571.0,715266.0,713447.0,711411.0,708917.0,706072.0,703157.0,700674.0,700146.0,698980.0,698154.0,698776.0,699659.0,699630.0
161455,Estonia,"Population, male",647537.0,642998.0,638205.0,633650.0,629579.0,625773.0,623109.0,621824.0,621068.0,620064.0,618522.0,616624.0,614840.0,613871.0,615261.0,616810.0,619230.0,623201.0,627196.0,629849.0
